71347305509840,-37,70
71347305509842,-37,70
71347305509841,-37,70
71347305509824,-49,61
71347305509825,-49,61
71347305509826,-49,61
119580867106323,-61,49
211476260932120,-65,45
105567207331072,-66,44
168208391651282,-69,41
1036163288520,-70,40
110392264902092,-70,40
101949661375595,-71,39
88398815531628,-73,37
189812107495219,-73,37
80232995387277,-74,36
52634396510,-74,36
126677852232,-74,36
77706339396624,-74,36
75406681728729,-74,36
71347305513330,-75,35
167737374002,-75,35
189812104019893,-76,34
71347305511249,-77,33
71347305513329,-77,33
106528730750942,-77,33
106528730750942,-77,33
163501078266096,-78,32
71347305511248,-78,32
71347305511250,-78,32
275495481772294,-78,32
110392264900322,-79,31
36074244551145,-79,31
112331368660121,-79,31
71347305513328,-79,31
26819704001968,-79,31
163501081473361,-80,30
163501078266098,-80,30
171644383830129,-81,29
163501081473360,-81,29
171644383830130,-81,29
26819704001969,-81,29
26819704001970,-81,29
163501081473362,-82,28
171644383830128,-82,28
107254122717,-82,28
26819691462528,-82,28
116254362011,-82,28
198414849482530,-83,27
211476260932121,-84,26
126677852448,-85,25
5090909817764,-87,23
